iter	Logloss
369	0.4247994054
370	0.4246097995
371	0.4244593034
372	0.4241850545
373	0.4240679028
374	0.4239384018
375	0.423840667
376	0.423590999
377	0.4232703152
378	0.4231917731
379	0.4231108482
380	0.4230248859
381	0.422761219
382	0.4226979397
383	0.4225830526
384	0.4224619008
385	0.4221181728
386	0.4218749081
387	0.4217526444
388	0.4215974855
389	0.4214136195
390	0.42110688
391	0.4209742784
392	0.4206927405
393	0.4205123465
394	0.420241747
395	0.419982932
396	0.4198139266
397	0.4195402544
398	0.4193609177
399	0.4193028394
400	0.4191586318
401	0.4190072275
402	0.4188410539
403	0.418714757
404	0.4185727274
405	0.4183847365
406	0.4180104821
407	0.4177552954
408	0.4176755786
409	0.4175106064
410	0.4173848622
411	0.4171851359
412	0.4170346185
413	0.4168964863
414	0.416612765
415	0.4164674175
416	0.4162424462
417	0.4160646989
418	0.4159072457
419	0.41573931
420	0.4155757506
421	0.4153154661
422	0.4151609577
423	0.4149845288
424	0.4148939042
425	0.414598529
426	0.4144471727
427	0.4142454739
428	0.4140694636
429	0.4139510474
430	0.413856104
431	0.4136262432
432	0.4134385244
433	0.4133111217
434	0.4132019461
435	0.413197911
436	0.4129667922
437	0.412770488
438	0.4126323086
439	0.4125172233
440	0.412437249
441	0.4122382214
442	0.4120302299
443	0.4118998987
444	0.4116459261
445	0.4114822581
446	0.4112791592
447	0.4110131984
448	0.410917737
449	0.4108011432
450	0.4106157254
451	0.4103847496
452	0.410342288
453	0.4103120952
454	0.4100894392
455	0.4099739747
456	0.4098625816
457	0.4095909556
458	0.4092591933
459	0.4090644223
460	0.4088402627
461	0.4086599939
462	0.4085379822
463	0.4083601759
464	0.4082056547
465	0.4080561111
466	0.4079908559
467	0.407876445
468	0.4077402987
469	0.4075224286
470	0.4072934573
471	0.4070769852
472	0.4068606881
473	0.4067548017
474	0.4066182742
475	0.4064822362
476	0.406386514
477	0.406266031
478	0.4062588392
479	0.4061446295
480	0.4059876475
481	0.4058421579
482	0.4057415575
483	0.4056366326
484	0.4055452409
485	0.4052522982
486	0.4051227742
487	0.404996584
488	0.4048736156
489	0.4047338374
490	0.40473389
491	0.4044476608
492	0.404298064
493	0.4042206821
494	0.4041214629
495	0.4040054014
496	0.4037366261
497	0.4035853121
498	0.403509054
499	0.4033603332
500	0.4032817419
501	0.4032778261
502	0.4031347241
503	0.4030034281
504	0.4028788052
505	0.4027992146
506	0.4027074409
507	0.4026097713
508	0.4024829044
509	0.4023704348
510	0.402207972
511	0.4021409402
512	0.4020110229
513	0.4019497393
514	0.4018571737
515	0.401653856
516	0.4014201399
517	0.4012976485
518	0.4011454087
519	0.4010679873
520	0.4009696823
521	0.4008614877
522	0.4007030295
523	0.4006166086
524	0.4005274606
525	0.4003384584
526	0.4002135151
527	0.4000824257
528	0.3998966808
529	0.3998149135
530	0.3996816333
531	0.3994942782
532	0.399350739
533	0.3993395742
534	0.3991429988
535	0.3989475714
536	0.3987724403
537	0.3986726518
538	0.3985171829
539	0.3984250861
540	0.3981699354
541	0.3980931932
542	0.3978813756
543	0.3976710715
544	0.3975500969
545	0.3973414522
546	0.3972055029
547	0.3970766665
548	0.3969744891
549	0.3967395485
550	0.3966181676
551	0.3964988877
552	0.396298414
553	0.3961934115
554	0.3960957491
555	0.3960101254
556	0.395791288
557	0.3955248609
558	0.3953647615
559	0.3951327211
560	0.3950551493
561	0.3948836592
562	0.3945830252
563	0.3944718748
564	0.3943213964
565	0.3940341737
566	0.3938831172
567	0.3936340521
568	0.393509079
569	0.393430411
570	0.3933185505
571	0.3932562354
572	0.3930815058
573	0.3930007883
574	0.3928653896
575	0.3927475769
576	0.3925967192
577	0.3924773695
578	0.3923264801
579	0.3922075817
580	0.3920456386
581	0.39189661
582	0.3916526064
583	0.3913883789
584	0.391158293
585	0.3910320545
586	0.390814469
587	0.3905257288
588	0.3903451353
589	0.3902591637
590	0.3901776351
591	0.3901146709
592	0.389854336
593	0.3897136706
594	0.3895509822
595	0.3893221531
596	0.3892102346
597	0.3890939636
598	0.3888872405
599	0.3886440111
600	0.388475166
601	0.3883832702
602	0.3883193166
603	0.3882658815
604	0.3881261253
605	0.3880357622
606	0.3878892916
607	0.3877952308
608	0.3877057125
609	0.3876174362
610	0.387533572
611	0.3874243255
612	0.3873138093
613	0.3871722624
614	0.3870481585
615	0.3869202124
616	0.3867452737
617	0.3866329362
618	0.3865128988
619	0.3864343309
620	0.3862792494
621	0.3862045673
622	0.3861414754
623	0.3859330677
624	0.3857138884
625	0.3855924116
626	0.3855038446
627	0.3853725429
628	0.3852099735
629	0.3850188272
630	0.3847981442
631	0.384668884
632	0.3845960274
633	0.3844769425
634	0.3843302984
635	0.38418441
636	0.3840496723
637	0.3838434278
638	0.3836074265
639	0.3834594437
640	0.3833745419
641	0.3832758326
642	0.383170144
643	0.3830648982
644	0.3830043301
645	0.3829058426
646	0.3827598247
647	0.3826247531
648	0.3824993338
649	0.3823784036
650	0.3821693127
651	0.382072426
652	0.3819193173
653	0.3817837999
654	0.3816924204
655	0.3815967901
656	0.3814703737
657	0.3813104244
658	0.3811715105
659	0.3810389097
660	0.3809293935
661	0.3807939779
662	0.3806604209
663	0.3806024268
664	0.3804685929
665	0.3803888602
666	0.3803343733
667	0.3802038888
668	0.3801381244
669	0.3799858382
670	0.3799129565
671	0.3798060342
672	0.37962082
673	0.3794884409
674	0.3794144969
675	0.3792964407
676	0.3791513184
677	0.3789129446
678	0.3788288853
679	0.3786601119
680	0.3785773373
681	0.3784864639
682	0.3783434046
683	0.3782528478
684	0.3781898135
685	0.3781148919
686	0.3780368211
687	0.3778927646
688	0.3777714789
689	0.3776609087
690	0.377614523
691	0.3775007066
692	0.3773385496
693	0.3772724375
694	0.3771625979
695	0.3770792169
696	0.3769877935
697	0.3768932942
698	0.3767919575
699	0.3766951061
700	0.3766320718
701	0.3765795186
702	0.376449875
703	0.3762896557
704	0.3760929207
705	0.3759799078
706	0.3759017235
707	0.3758187162
708	0.37575551
709	0.375582882
710	0.375479202
711	0.3752777783
712	0.3751539551
713	0.3750252319
714	0.3749129107
715	0.3748338872
716	0.3746403191
717	0.3745753763
718	0.3745113618
719	0.3743795271
720	0.3742868534
721	0.374192983
722	0.3740819834
723	0.3739442564
724	0.3738315316
725	0.3737016237
726	0.3735660638
727	0.3734369723
728	0.373250178
729	0.3731045606
730	0.3730067153
731	0.3729272901
732	0.3728310916
733	0.3726908511
734	0.372582561
735	0.3723855411
736	0.3723350868
737	0.3722583567
738	0.3721716276
739	0.3721083953
740	0.3720221025
741	0.3719404797
742	0.3717741598
743	0.3717337254
744	0.3716296301
745	0.3715455367
746	0.3714899763
747	0.3713869086
748	0.3712609511
749	0.3711946993
750	0.3711061413
751	0.3709981672
752	0.3708817789
753	0.3707560852
754	0.370646855
755	0.3705524455
756	0.3703958371
757	0.3703157341
758	0.3702399008
759	0.3700851104
760	0.369957393
761	0.3698484669
762	0.369697218
763	0.3695993865
764	0.3694865226
765	0.3693988945
766	0.369297717
767	0.3691221241
768	0.3689988871
769	0.3689007194
770	0.3688135928
771	0.3687438823
772	0.3686514765
773	0.3685262673
774	0.3684223062
775	0.3683014454
776	0.3682262298
777	0.3681652778
778	0.3680979315
779	0.3679982174
780	0.3678862994
781	0.3677585871
782	0.3676055085
783	0.3675380814
784	0.3674385651
785	0.3673410915
786	0.3671594247
787	0.3670700037
788	0.3668344199
789	0.3666814459
790	0.3665818048
791	0.3665509219
792	0.3664926491
793	0.3664054538
794	0.3663117543
795	0.3662004425
796	0.3660801848
797	0.3659320101
798	0.3658576165
799	0.365760857
800	0.3656262878
801	0.3655432481
802	0.3654012691
803	0.3653728025
804	0.3652348751
805	0.3650746659
806	0.3649235358
807	0.3647958128
808	0.3647055734
809	0.3645944085
810	0.3645438375
811	0.3644222968
812	0.3643268484
813	0.3642676141
814	0.3642024045
815	0.3641184998
816	0.3640617196
817	0.3639690366
818	0.3638634575
819	0.3637668829
820	0.363615325
821	0.3634519867
822	0.3633356824
823	0.3632413661
824	0.3630908604
825	0.3629214
826	0.3628171058
827	0.3627268279
828	0.3626452268
829	0.362601262
830	0.3625298808
831	0.3623521086
832	0.3622639444
833	0.3621819959
834	0.3621075205
835	0.3620052089
836	0.3618863612
837	0.3617967397
838	0.3617224883
839	0.3615247869
840	0.3614258272
841	0.3612850047
842	0.3611291432
843	0.3610516268
844	0.3610144422
845	0.3609453701
846	0.3609086756
847	0.3608744781
848	0.3608053799
849	0.3607394311
850	0.3606619361
851	0.3605818855
852	0.3604826156
853	0.3603458119
854	0.3601930631
855	0.3600794872
856	0.3600281671
857	0.3599481225
858	0.3598392074
859	0.3597873597
860	0.3597452875
861	0.3596095521
862	0.3595321945
863	0.3594576417
864	0.3593516219
865	0.3592864173
866	0.359106129
867	0.3590352001
868	0.3589552904
869	0.3589106814
870	0.3588532585
871	0.3587399329
872	0.358630965
873	0.3585468872
874	0.3584659843
875	0.3583186707
876	0.3582311835
877	0.3580049669
878	0.3579678345
879	0.357874804
880	0.3577503172
881	0.3576763432
882	0.3575311261
883	0.3574632905
884	0.3573158107
885	0.3572422683
886	0.3571394103
887	0.357044821
888	0.3569837268
889	0.356895588
890	0.356755208
891	0.3567154712
892	0.3566111417
893	0.3564754081
894	0.3563897723
895	0.3562540596
896	0.356186745
897	0.3561028533
898	0.3559893491
899	0.3558896805
900	0.3557901034
901	0.3557284465
902	0.355653087
903	0.3555502475
904	0.3554853481
905	0.3553566207
906	0.3552230929
907	0.355077266
908	0.3549000335
909	0.3548038764
910	0.3547179331
911	0.3546630357
912	0.3545888832
913	0.3545120951
914	0.3544550886
915	0.3543428862
916	0.3542314127
917	0.3541473778
918	0.3539779135
919	0.3538822454
920	0.3537092271
921	0.3536406828
922	0.3535470291
923	0.3534377755
924	0.3532428583
925	0.3531619569
926	0.3530391259
927	0.3528602181
928	0.3527893979
929	0.3527189021
930	0.3526583296
931	0.3525805092
932	0.3524963293
933	0.3524125332
934	0.352327079
935	0.3522692864
936	0.3521707344
937	0.3520772996
938	0.3520113854
939	0.3519213575
940	0.3517807065
941	0.3515860576
942	0.3514685536
943	0.3513532154
944	0.3512309274
945	0.3510822533
946	0.3509566785
947	0.3508956254
948	0.3508373945
949	0.3507558248
950	0.3506619513
951	0.3506115545
952	0.3505147045
953	0.3503589893
954	0.3502925076
955	0.3501755867
956	0.3500929799
957	0.3499993557
958	0.3499069544
959	0.3497844746
960	0.3497051237
961	0.3496526287
962	0.3495637127
963	0.3494762582
964	0.3494008204
965	0.3493124061
966	0.3492384278
967	0.349099033
968	0.3490092809
969	0.3489131772
970	0.3488571155
971	0.3487701721
972	0.3486460583
973	0.3485312487
974	0.348438954
975	0.3483674882
976	0.3482948138
977	0.348242335
978	0.3481250202
979	0.3480635767
980	0.3479920984
981	0.3478984084
982	0.3477981787
983	0.3476847479
984	0.3475753306
985	0.3474928856
986	0.3473641795
987	0.3472821615
988	0.3471038991
989	0.3469967679
990	0.3468904625
991	0.3468348543
992	0.3466695575
993	0.3466067741
994	0.3465399394
995	0.3463873774
996	0.3463252858
997	0.346263014
998	0.3462120996
999	0.3461325241
